AGE;MATI;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;SUHU_MAX_lag_1;SUHU_MAX_lag_2;SUHU_MAX_lag_3;SUHU_MAX_lag_7;SUHU_MAX_lag_14;SUHU_MIN_lag_1;SUHU_MIN_lag_2;SUHU_MIN_lag_3;SUHU_MIN_lag_7;SUHU_MIN_lag_14;KELEMBABAN_lag_1;KELEMBABAN_lag_2;KELEMBABAN_lag_3;KELEMBABAN_lag_7;KELEMBABAN_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;PAKAN_DG_RATIO;SUHU_KELEMBABAN_INTERACTION;STRESS_INDEX;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;DG_ACT_momentum_1;DG_ACT_acceleration;HEALTH_STATUS_SCORE
30;10;258;1.43;3.87;62.3;173;2818;61;982;169.0;2728.0;-1.3;-4;-90;1891;97;1919.0;83;28;-14;1.491;1.421;-0.07;407;437;24;26;50;17742;18000;1;1.393;1.347;1.301;1.24;1.199;164.0;158.0;156.0;136.0;89.0;58.0;59.0;125.0;106.0;70.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;8.0;8.0;11.0;12.0;7.0;248.0;240.0;232.0;203.0;142.0;163.667;5.508;158.0;169.0;154.286;10.688;139.0;169.0;134.643;23.556;100.0;169.0;66.667;14.154;58.0;83.0;84.429;22.788;58.0;125.0;86.929;19.317;58.0;125.0;2.036;1300;100;5.0;-1.0;25.0;26.0;56.6
31;8;266;1.48;4.0;64.1;178;3004;63;1045;175.0;2903.0;-1.1;-3;-101;1989;98;2031.0;112;42;14;1.511;1.429;-0.082;408;445;24;26;50;17734;18000;1;1.421;1.393;1.347;1.259;1.218;169.0;164.0;158.0;139.0;100.0;83.0;58.0;59.0;91.0;71.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;10.0;8.0;8.0;8.0;7.0;258.0;248.0;240.0;211.0;149.0;169.333;5.508;164.0;175.0;159.429;10.768;144.0;175.0;140.0;23.599;100.0;175.0;84.333;27.025;58.0;112.0;87.429;25.066;58.0;125.0;89.857;19.818;58.0;125.0;1.562;1300;100;6.0;1.0;29.0;4.0;57.2
32;8;274;1.52;4.13;65.9;183;3201;64;1109;178.0;3081.0;-1.9;-5;-120;2087;99;2167.0;136;80;37;1.534;1.422;-0.112;408;453;24;26;50;17726;18000;1;1.429;1.421;1.393;1.277;1.204;175.0;169.0;164.0;144.0;100.0;112.0;83.0;58.0;93.0;92.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;8.0;10.0;8.0;4.0;15.0;266.0;258.0;248.0;215.0;164.0;174.0;4.583;169.0;178.0;164.286;10.307;150.0;178.0;145.571;22.616;108.0;178.0;110.333;26.539;83.0;136.0;93.571;31.181;58.0;136.0;93.0;23.357;58.0;136.0;1.309;1300;100;3.0;-3.0;24.0;-5.0;58.8
33;5;279;1.55;4.26;67.7;188;3403;65;1174;181.0;3261.0;-2.7;-7;-142;2187;100;2210.0;43;23;-57;1.556;1.476;-0.08;408;480;24;26;50;17721;18000;1;1.422;1.429;1.421;1.305;1.225;178.0;175.0;169.0;150.0;108.0;136.0;112.0;83.0;82.0;74.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;8.0;8.0;10.0;6.0;5.0;274.0;266.0;258.0;221.0;169.0;178.0;3.0;175.0;181.0;168.714;9.793;156.0;181.0;150.786;21.684;114.0;181.0;97.0;48.28;43.0;136.0;88.0;36.606;43.0;136.0;90.786;26.548;43.0;136.0;4.209;1300;100;3.0;0.0;-93.0;-117.0;58.3
34;15;294;1.63;4.39;69.5;193;3601;67;1241;186.0;3447.0;-2.5;-7;-154;2289;101;2379.0;169;90;68;1.578;1.449;-0.129;407;488;24;26;50;17706;18000;1;1.476;1.422;1.429;1.301;1.233;181.0;178.0;175.0;156.0;114.0;43.0;136.0;112.0;125.0;86.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;5.0;8.0;8.0;11.0;8.0;279.0;274.0;266.0;232.0;177.0;181.667;4.041;178.0;186.0;173.0;9.866;158.0;186.0;155.929;20.809;119.0;186.0;116.0;65.338;43.0;169.0;94.286;46.468;43.0;169.0;96.714;33.701;43.0;169.0;1.101;1300;100;5.0;2.0;126.0;219.0;66.3
35;10;304;1.69;4.52;71.3;198;3821;69;1310;192.0;3639.0;-2.3;-6;-182;2390;101;2465.0;86;75;-15;1.6;1.476;-0.124;406;477;24;26;50;17696;18000;1;1.449;1.476;1.422;1.347;1.251;186.0;181.0;178.0;158.0;119.0;169.0;43.0;136.0;59.0;81.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;15.0;5.0;8.0;8.0;5.0;294.0;279.0;274.0;240.0;182.0;186.333;5.508;181.0;192.0;177.857;9.616;164.0;192.0;161.143;19.973;128.0;192.0;99.333;64.049;43.0;169.0;98.143;44.111;43.0;169.0;97.071;33.548;43.0;169.0;2.233;1300;100;6.0;1.0;-83.0;-209.0;65.8
1;16;16;0.09;0.1;6.0;18;18;9;9;25.4;25.0;3.0;7;7;56;14;69.0;22;13;8;0.321;0.369;0.048;0;0;30;32;65;17684;17700;2;0.369;0.369;0.369;0.369;0.369;25.4;25.4;25.4;25.4;25.4;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;25.4;1.98;25.4;25.4;25.4;1.98;25.4;25.4;25.4;1.98;25.4;25.4;22.0;5.657;22.0;22.0;22.0;5.657;22.0;22.0;22.0;5.657;22.0;22.0;1.155;2080;130;-2.8;5.7;-8.0;10.0;11.2
2;17;33;0.19;0.23;8.0;22;40;8;17;22.6;48.0;0.0;1;8;73;17;83.0;14;10;-3;0.549;0.579;0.03;0;0;30;32;65;17667;17700;2;0.369;0.369;0.369;0.369;0.369;25.4;25.4;25.4;25.4;25.4;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;24.0;1.98;22.6;25.4;24.0;1.98;22.6;25.4;24.0;1.98;22.6;25.4;18.0;5.657;14.0;22.0;18.0;5.657;14.0;22.0;18.0;5.657;14.0;22.0;1.614;2080;130;-2.8;5.7;-8.0;10.0;15.1
3;11;44;0.25;0.36;9.0;26;66;9;26;25.5;74.0;0.0;-1;8;94;20;98.5;16;5;-5;0.711;0.747;0.036;0;0;30;32;65;17656;17700;2;0.579;0.369;0.369;0.369;0.369;22.6;25.4;25.4;25.4;25.4;14.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;17.0;16.0;16.0;16.0;16.0;33.0;16.0;16.0;16.0;16.0;24.5;1.646;22.6;25.5;24.5;1.646;22.6;25.5;24.5;1.646;22.6;25.5;17.333;4.163;14.0;22.0;17.333;4.163;14.0;22.0;17.333;4.163;14.0;22.0;1.594;2080;130;2.9;5.7;2.0;10.0;14.3
4;7;51;0.29;0.49;11.0;30;96;10;36;28.3;102.0;-1.0;-2;6;117;24;120.0;22;3;-3;0.826;0.849;0.023;0;0;30;32;65;17649;17700;2;0.747;0.579;0.369;0.369;0.369;25.5;22.6;25.4;25.4;25.4;16.0;14.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;11.0;17.0;16.0;16.0;16.0;44.0;33.0;16.0;16.0;16.0;25.467;2.85;22.6;28.3;25.45;2.327;22.6;28.3;25.45;2.327;22.6;28.3;17.333;4.163;14.0;22.0;18.5;4.123;14.0;22.0;18.5;4.123;14.0;22.0;1.286;2080;130;2.8;-0.1;6.0;4.0;13.7
5;8;59;0.33;0.62;12.0;34;131;12;48;34.0;136.0;0.0;0;5;144;27;144.0;24;0;-3;0.914;0.944;0.03;0;0;30;32;65;17641;17700;2;0.849;0.747;0.579;0.369;0.369;28.3;25.5;22.6;25.4;25.4;22.0;16.0;14.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;7.0;11.0;17.0;16.0;16.0;51.0;44.0;33.0;16.0;16.0;29.267;4.332;25.5;34.0;27.16;4.322;22.6;34.0;27.16;4.322;22.6;34.0;20.667;4.163;16.0;24.0;19.6;4.336;14.0;24.0;19.6;4.336;14.0;24.0;1.417;2080;130;5.7;2.9;2.0;-4.0;15.8
6;9;68;0.38;0.75;13.0;38;170;14;62;39.7;176.0;1.0;2;6;174;30;170.0;26;-4;-4;0.979;1.033;0.054;0;0;30;32;65;17632;17700;2;0.944;0.849;0.747;0.369;0.369;34.0;28.3;25.5;25.4;25.4;24.0;22.0;16.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;8.0;7.0;11.0;16.0;16.0;59.0;51.0;44.0;16.0;16.0;34.0;5.7;28.3;39.7;29.25;6.415;22.6;39.7;29.25;6.415;22.6;39.7;24.0;2.0;22.0;26.0;20.667;4.676;14.0;26.0;20.667;4.676;14.0;26.0;1.527;2080;130;5.7;0.0;2.0;0.0;18.1
7;6;74;0.42;0.68;15.0;43;210;15;77;42.6;218.0;0.0;0;8;205;33;197.0;27;-8;-6;1.029;1.107;0.078;270;253;30;32;65;17626;17700;2;1.033;0.944;0.849;0.369;0.369;39.7;34.0;28.3;25.4;25.4;26.0;24.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;9.0;8.0;7.0;16.0;16.0;68.0;59.0;51.0;16.0;16.0;38.767;4.375;34.0;42.6;31.157;7.73;22.6;42.6;31.157;7.73;22.6;42.6;25.667;1.528;24.0;27.0;21.571;4.894;14.0;27.0;21.571;4.894;14.0;27.0;1.578;2080;130;2.9;-2.8;1.0;-1.0;17.8
8;4;78;0.44;1.01;16.0;45;260;10;87;28.4;247.0;-6.0;-17;-13;244;37;230.5;34;-14;-4;1.068;1.07;0.002;268;268;28;30;60;17622;17700;2;1.107;1.033;0.944;0.369;0.369;42.6;39.7;34.0;25.4;25.4;27.0;26.0;24.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;6.0;9.0;8.0;16.0;16.0;74.0;68.0;59.0;16.0;16.0;36.9;7.503;28.4;42.6;31.586;7.435;22.6;42.6;30.812;7.223;22.6;42.6;29.0;4.359;26.0;34.0;23.286;6.8;14.0;34.0;23.125;6.312;14.0;34.0;0.835;1800;120;-14.2;-17.1;7.0;6.0;17.6
9;6;84;0.47;1.14;19.0;53;312;16;103;45.4;292.0;-3.0;-8;-20;285;41;274.0;44;-11;3;1.099;1.066;-0.033;274;284;28;30;60;17616;17700;2;1.07;1.107;1.033;0.579;0.369;28.4;42.6;39.7;22.6;25.4;34.0;27.0;26.0;14.0;22.0;30.0;32.0;32.0;32.0;32.0;28.0;30.0;30.0;30.0;30.0;60.0;65.0;65.0;65.0;65.0;4.0;6.0;9.0;17.0;16.0;78.0;74.0;68.0;33.0;16.0;38.8;9.115;28.4;45.4;34.843;7.827;25.5;45.4;32.433;8.324;22.6;45.4;35.0;8.544;27.0;44.0;27.571;9.053;16.0;44.0;25.444;9.126;14.0;44.0;1.032;1800;120;17.0;31.2;10.0;3.0;19.8
10;3;87;0.49;1.27;20.0;56;372;17;120;48.3;340.0;-3.0;-8;-32;330;45;312.0;38;-18;-7;1.129;1.09;-0.039;281;285;28;30;60;17613;17700;2;1.066;1.07;1.107;0.747;0.369;45.4;28.4;42.6;25.5;25.4;44.0;34.0;27.0;16.0;22.0;30.0;30.0;32.0;32.0;32.0;28.0;28.0;30.0;30.0;30.0;60.0;60.0;65.0;65.0;65.0;6.0;4.0;6.0;11.0;16.0;84.0;78.0;74.0;44.0;16.0;40.7;10.75;28.4;48.3;38.1;8.032;28.3;48.3;34.02;9.315;22.6;48.3;38.667;5.033;34.0;44.0;30.714;8.139;22.0;44.0;26.7;9.476;14.0;44.0;1.271;1800;120;2.9;-14.1;-6.0;-16.0;18.9
11;10;97;0.55;1.4;22.0;63;435;22;142;62.5;403.0;0.0;-1;-32;380;49;369.0;57;-11;8;1.149;1.091;-0.058;289;306;28;30;60;17603;17700;2;1.09;1.066;1.07;0.849;0.369;48.3;45.4;28.4;28.3;25.4;38.0;44.0;34.0;22.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;3.0;6.0;4.0;7.0;16.0;87.0;84.0;78.0;51.0;16.0;52.067;9.151;45.4;62.5;42.986;10.949;28.4;62.5;36.609;12.322;22.6;62.5;46.333;9.713;38.0;57.0;35.714;11.814;24.0;57.0;29.455;12.817;14.0;57.0;1.096;1800;120;14.2;11.3;19.0;25.0;24.4
12;3;100;0.56;1.53;24.0;68;506;24;166;68.2;471.0;0.0;0;-35;434;54;414.0;45;-20;-9;1.169;1.137;-0.032;297;302;28;30;60;17600;17700;2;1.091;1.09;1.066;0.944;0.369;62.5;48.3;45.4;34.0;25.4;57.0;38.0;44.0;24.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;10.0;3.0;6.0;8.0;16.0;97.0;87.0;84.0;59.0;16.0;59.667;10.248;48.3;68.2;47.871;13.585;28.4;68.2;39.242;14.873;22.6;68.2;46.667;9.609;38.0;57.0;38.714;10.981;26.0;57.0;30.75;13.018;14.0;57.0;1.516;1800;120;5.7;-8.5;-12.0;-31.0;21.5
13;5;105;0.59;1.68;26.0;73;584;25;191;71.0;542.0;-1.0;-2;-42;492;56;471.0;57;-21;1;1.186;1.151;-0.035;305;313;28;30;60;17595;17700;2;1.137;1.091;1.09;1.033;0.369;68.2;62.5;48.3;39.7;25.4;45.0;57.0;38.0;26.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;3.0;10.0;3.0;9.0;16.0;100.0;97.0;87.0;68.0;16.0;67.233;4.332;62.5;71.0;52.343;15.467;28.4;71.0;41.685;16.743;22.6;71.0;53.0;6.928;45.0;57.0;43.143;11.246;27.0;57.0;32.769;14.435;14.0;57.0;1.246;1800;120;2.8;-2.9;12.0;24.0;23.5
14;4;109;0.62;1.79;27.0;78;668;26;217;73.9;616.0;-1.0;-4;-52;553;61;528.0;57;-25;-4;1.208;1.166;-0.042;313;321;28;30;60;17591;17700;2;1.151;1.137;1.091;1.107;0.369;71.0;68.2;62.5;42.6;25.4;57.0;45.0;57.0;27.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;5.0;3.0;10.0;6.0;16.0;105.0;100.0;97.0;74.0;16.0;71.033;2.85;68.2;73.9;56.814;16.66;28.4;73.9;43.986;18.246;22.6;73.9;53.0;6.928;45.0;57.0;47.429;9.676;34.0;57.0;34.5;15.306;14.0;57.0;1.296;1800;120;2.9;0.1;0.0;-12.0;23.8
15;9;118;0.67;1.92;30.0;84;752;30;247;85.3;701.0;0.0;1;-51;618;65;598.0;70;-20;5;1.219;1.172;-0.047;320;338;26;28;55;17582;17700;2;1.166;1.151;1.137;1.07;0.369;73.9;71.0;68.2;28.4;25.4;57.0;57.0;45.0;34.0;22.0;30.0;30.0;30.0;30.0;32.0;28.0;28.0;28.0;28.0;30.0;60.0;60.0;60.0;60.0;65.0;4.0;5.0;3.0;4.0;16.0;109.0;105.0;100.0;78.0;16.0;76.733;7.559;71.0;85.3;64.943;14.182;45.4;85.3;48.264;20.443;22.6;85.3;61.333;7.506;57.0;70.0;52.571;10.845;38.0;70.0;37.929;17.508;14.0;70.0;1.219;1540;110;11.4;8.5;13.0;13.0;28.1
16;5;123;0.69;2.06;32.0;90;841;32;279;91.0;792.0;0.0;1;-49;685;68;652.0;54;-33;-14;1.229;1.215;-0.014;327;333;26;28;55;17577;17700;2;1.172;1.166;1.151;1.066;0.579;85.3;73.9;71.0;45.4;22.6;70.0;57.0;57.0;44.0;14.0;28.0;30.0;30.0;30.0;32.0;26.0;28.0;28.0;28.0;30.0;55.0;60.0;60.0;60.0;65.0;9.0;4.0;5.0;6.0;17.0;118.0;109.0;105.0;84.0;33.0;83.4;8.707;73.9;91.0;71.457;14.182;48.3;91.0;53.15;21.955;25.5;91.0;60.333;8.505;54.0;70.0;54.0;10.165;38.0;70.0;40.786;16.54;16.0;70.0;1.685;1540;110;5.7;-5.7;-16.0;-29.0;27.1
17;8;131;0.74;2.18;34.0;96;936;32;311;91.1;883.0;-2.0;-5;-53;756;71;724.0;72;-32;1;1.239;1.22;-0.019;334;347;26;28;55;17569;17700;2;1.215;1.172;1.166;1.09;0.747;91.0;85.3;73.9;48.3;25.5;54.0;70.0;57.0;38.0;16.0;28.0;28.0;30.0;30.0;32.0;26.0;26.0;28.0;28.0;30.0;55.0;55.0;60.0;60.0;65.0;5.0;9.0;4.0;3.0;11.0;123.0;118.0;109.0;87.0;44.0;89.133;3.32;85.3;91.1;77.571;11.509;62.5;91.1;57.836;22.591;28.3;91.1;65.333;9.866;54.0;72.0;58.857;9.335;45.0;72.0;44.786;16.853;22.0;72.0;1.265;1540;110;0.1;-5.6;18.0;34.0;30.2
18;4;135;0.76;2.31;36.0;102;1036;30;341;85.4;969.0;-6.0;-17;-67;830;74;800.0;76;-30;2;1.249;1.211;-0.038;343;364;26;28;55;17565;17700;2;1.22;1.215;1.172;1.091;0.849;91.1;91.0;85.3;62.5;28.3;72.0;54.0;70.0;57.0;22.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;8.0;5.0;9.0;10.0;7.0;131.0;123.0;118.0;97.0;51.0;89.167;3.262;85.4;91.1;80.843;9.608;68.2;91.1;61.914;21.995;28.4;91.1;67.333;11.719;54.0;76.0;61.571;11.267;45.0;76.0;48.643;17.407;24.0;76.0;1.124;1540;110;-5.7;-5.8;4.0;-14.0;29.0
19;8;143;0.81;2.44;37.0;106;1142;35;376;99.7;1068.0;-2.0;-6;-74;908;77;865.0;65;-43;-12;1.259;1.235;-0.024;378;366;26;28;55;17557;17700;2;1.211;1.22;1.215;1.137;0.944;85.4;91.1;91.0;68.2;34.0;76.0;72.0;54.0;45.0;24.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;4.0;8.0;5.0;3.0;8.0;135.0;131.0;123.0;100.0;59.0;92.067;7.199;85.4;99.7;85.343;10.066;71.0;99.7;66.607;22.582;28.4;99.7;71.0;5.568;65.0;76.0;64.429;8.58;54.0;76.0;51.571;16.36;26.0;76.0;1.534;1540;110;14.3;20.0;-11.0;-15.0;32.6
20;6;149;0.84;2.57;40.0;114;1256;40;416;114.0;1182.0;0.0;0;-74;967;80;938.0;73;-29;-7;1.272;1.26;-0.012;383;369;26;28;55;17551;17700;2;1.235;1.211;1.22;1.151;1.033;99.7;85.4;91.1;71.0;39.7;65.0;76.0;72.0;57.0;26.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;8.0;4.0;8.0;5.0;9.0;143.0;135.0;131.0;105.0;68.0;99.7;14.3;85.4;114.0;91.486;12.645;73.9;114.0;71.914;24.428;28.4;114.0;71.333;5.686;65.0;76.0;66.714;8.401;54.0;76.0;54.929;15.509;27.0;76.0;1.562;1540;110;14.3;0.0;8.0;19.0;32.8
21;7;156;0.88;2.7;42.0;120;1382;42;458;119.7;1302.0;0.0;0;-80;1069;82;990.0;52;-79;-30;1.294;1.315;0.021;387;355;26;28;55;17544;17700;2;1.26;1.235;1.211;1.166;1.107;114.0;99.7;85.4;73.9;42.6;73.0;65.0;76.0;57.0;27.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;6.0;8.0;4.0;4.0;6.0;149.0;143.0;135.0;109.0;74.0;111.133;10.304;99.7;119.7;98.029;13.823;85.3;119.7;77.421;25.954;28.4;119.7;63.333;10.599;52.0;73.0;66.0;9.504;52.0;76.0;56.714;13.333;34.0;76.0;2.302;1540;110;5.7;-8.6;-21.0;-29.0;34.7
22;6;162;0.92;2.83;44.0;126;1517;36;494;102.6;1405.0;-8.0;-23;-112;1153;84;1033.0;43;-120;-41;1.137;1.36;0.223;391;342;24;26;50;17538;17700;2;1.315;1.26;1.235;1.172;1.07;119.7;114.0;99.7;85.3;28.4;52.0;73.0;65.0;70.0;34.0;28.0;28.0;28.0;28.0;30.0;26.0;26.0;26.0;26.0;28.0;55.0;55.0;55.0;55.0;60.0;7.0;6.0;8.0;9.0;4.0;156.0;149.0;143.0;118.0;78.0;112.1;8.707;102.6;119.7;100.5;12.666;85.4;119.7;82.721;22.523;45.4;119.7;56.0;15.395;43.0;73.0;62.143;12.589;43.0;76.0;57.357;12.333;38.0;76.0;2.386;1300;100;-17.1;-22.8;-9.0;12.0;35.4
23;41;203;1.15;2.96;46.0;132;1656;36;530;102.9;1507.0;-10.0;-29;-149;1239;86;1088.0;55;-151;-31;1.337;1.386;0.049;394;337;24;26;50;17497;17700;2;1.36;1.315;1.26;1.215;1.066;102.6;119.7;114.0;91.0;45.4;43.0;52.0;73.0;54.0;44.0;26.0;28.0;28.0;28.0;30.0;24.0;26.0;26.0;26.0;28.0;50.0;55.0;55.0;55.0;60.0;6.0;7.0;6.0;5.0;6.0;162.0;156.0;149.0;123.0;84.0;108.4;9.787;102.6;119.7;102.2;11.957;85.4;119.7;86.829;20.329;48.3;119.7;50.0;6.245;43.0;55.0;62.286;12.486;43.0;76.0;58.143;11.753;38.0;76.0;1.871;1300;100;0.3;17.4;12.0;21.0;61.1
24;16;219;1.24;3.09;48.0;138;1803;39;569;111.5;1619.0;-9.0;-26;-184;1327;88;1160.0;72;-167;-16;1.36;1.396;0.036;397;342;24;26;50;17481;17700;2;1.386;1.36;1.315;1.22;1.09;102.9;102.6;119.7;91.1;48.3;55.0;43.0;52.0;72.0;38.0;26.0;26.0;28.0;28.0;30.0;24.0;24.0;26.0;26.0;28.0;50.0;50.0;55.0;55.0;60.0;41.0;6.0;7.0;8.0;3.0;203.0;162.0;156.0;131.0;87.0;105.667;5.054;102.6;111.5;105.114;11.267;85.4;119.7;91.343;17.999;62.5;119.7;56.667;14.572;43.0;72.0;62.286;12.486;43.0;76.0;60.571;10.74;43.0;76.0;1.549;1300;100;8.6;8.3;17.0;5.0;51.8
25;21;240;1.36;3.22;50.0;144;1958;43;612;123.1;1742.0;-7.0;-21;-216;1418;90;1254.0;94;-164;4;1.382;1.389;0.007;400;356;24;26;50;17460;17700;2;1.396;1.386;1.36;1.211;1.091;111.5;102.9;102.6;85.4;62.5;72.0;55.0;43.0;76.0;57.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;16.0;41.0;6.0;4.0;10.0;219.0;203.0;162.0;135.0;97.0;112.5;10.137;102.9;123.1;110.5;9.069;99.7;123.1;95.671;17.815;68.2;123.1;73.667;19.553;55.0;94.0;64.857;16.866;43.0;94.0;63.214;13.885;43.0;94.0;1.31;1300;100;11.6;3.0;22.0;5.0;58.5
26;6;246;1.39;3.35;52.0;150;2120;49;661;140.4;1883.0;-3.0;-10;-237;1510;92;1357.0;103;-153;11;1.405;1.387;-0.018;402;371;24;26;50;17454;17700;2;1.389;1.396;1.386;1.235;1.137;123.1;111.5;102.9;99.7;68.2;94.0;72.0;55.0;65.0;45.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;21.0;16.0;41.0;8.0;3.0;240.0;219.0;203.0;143.0;100.0;125.0;14.543;111.5;140.4;116.314;13.129;102.6;140.4;100.829;19.61;71.0;140.4;89.667;15.948;72.0;103.0;70.286;22.194;43.0;103.0;67.357;16.449;43.0;103.0;1.363;1300;100;17.3;5.7;9.0;-13.0;52.2
